Date,Global_active_power,Time
2007-01-03,19.176,8
2007-01-03,36.15,9
2007-01-03,52.454,10
2007-01-03,58.583999999999996,11
2007-01-03,83.866,12
2007-01-03,85.196,13
2007-01-03,65.422,14
2007-01-03,18.12,15
2007-01-03,22.06,16
2007-01-03,17.108,17
2007-01-03,21.672,18
2007-01-03,17.34,19
2007-01-03,19.576,20
2007-01-03,66.926,21
2007-01-03,57.242,22
2007-01-03,100.116,23
2007-01-04,202.504,0
2007-01-04,173.804,1
2007-01-04,143.24,2
2007-01-04,141.722,3
2007-01-04,142.202,4
2007-01-04,140.712,5
2007-01-04,141.524,6
2007-01-04,139.574,7
2007-01-04,144.228,8
2007-01-04,160.024,9
2007-01-04,113.882,10
2007-01-04,120.38,11
2007-01-04,243.994,12
2007-01-04,212.704,13
2007-01-04,120.792,14
2007-01-04,52.758,15
2007-01-04,197.388,16
2007-01-04,164.478,17
2007-01-04,156.33,18
2007-01-04,171.244,19
2007-01-04,89.912,20
2007-01-04,28.728,21
2007-01-04,25.18,22
2007-01-04,32.108,23
2007-01-05,118.082,0
2007-01-05,143.21,1
2007-01-05,143.684,2
2007-01-05,144.942,3
2007-01-05,143.822,4
2007-01-05,144.442,5
2007-01-05,142.068,6
2007-01-05,141.092,7
2007-01-05,139.016,8
2007-01-05,141.852,9
2007-01-05,159.362,10
2007-01-05,21.35,11
2007-01-05,21.264,12
2007-01-05,20.506,13
2007-01-05,22.64,14
2007-01-05,28.67,15
2007-01-05,50.19,16
2007-01-05,134.444,17
2007-01-05,143.976,18
2007-01-05,122.334,19
2007-01-05,178.542,20
2007-01-05,160.464,21
2007-01-05,143.082,22
2007-01-05,104.33,23
2007-01-06,89.584,0
2007-01-06,26.008,1
2007-01-06,20.0,2
2007-01-06,18.772,3
2007-01-06,18.214,4
2007-01-06,20.116,5
2007-01-06,17.924,6
2007-01-06,20.22,7
2007-01-06,17.724,8
2007-01-06,37.388,9
2007-01-06,91.534,10
2007-01-06,155.532,11
2007-01-06,240.176,12
2007-01-06,113.426,13
2007-01-06,101.974,14
2007-01-06,68.922,15
2007-01-06,52.876,16
2007-01-06,53.938,17
2007-01-06,51.332,18
2007-01-06,110.042,19
2007-01-06,60.908,20
2007-01-06,60.752,21
2007-01-06,30.7,22
2007-01-06,30.316,23
2007-01-07,54.192,0
2007-01-07,17.785999999999998,1
2007-01-07,21.144000000000002,2
2007-01-07,17.92,3
2007-01-07,21.352,4
2007-01-07,17.122,5
2007-01-07,20.298,6
2007-01-07,18.764,7
2007-01-07,18.602,8
2007-01-07,22.536,9
2007-01-07,62.486,10
2007-01-07,64.106,11
2007-01-07,33.094,12
2007-01-07,199.916,13
2007-01-07,151.986,14
2007-01-07,226.246,15
2007-01-07,136.846,16
2007-01-07,144.284,17
2007-01-07,312.692,18
2007-01-07,174.988,19
2007-01-07,211.392,20
2007-01-07,284.302,21
2007-01-07,127.734,22
2007-01-07,87.832,23
2007-01-08,81.628,0
2007-01-08,81.04,1
2007-01-08,83.09,2
2007-01-08,81.414,3
2007-01-08,82.554,4
2007-01-08,66.272,5
2007-01-08,28.088,6
2007-01-08,60.758,7
2007-01-08,128.37,8
2007-01-08,99.878,9
2007-01-08,77.798,10
2007-01-08,70.506,11
2007-01-08,19.736,12
2007-01-08,38.592,13
2007-01-08,111.054,14
2007-01-08,113.106,15
2007-01-08,127.346,16
2007-01-08,113.886,17
2007-01-08,174.478,18
2007-01-08,167.644,19
2007-01-08,205.502,20
2007-01-08,150.458,21
2007-01-08,58.198,22
2007-01-08,19.964,23
2007-01-09,16.19,0
2007-01-09,18.71,1
2007-01-09,17.244,2
2007-01-09,28.18,3
2007-01-09,39.672,4
2007-01-09,16.47,5
2007-01-09,67.408,6
2007-01-09,143.218,7
2007-01-09,128.136,8
2007-01-09,112.102,9
2007-01-09,80.95400000000001,10
2007-01-09,56.084,11
2007-01-09,16.616,12
2007-01-09,18.094,13
2007-01-09,16.0,14
2007-01-09,33.89,15
2007-01-09,88.28,16
2007-01-09,126.376,17
2007-01-09,142.384,18
2007-01-09,137.248,19
2007-01-09,192.636,20
2007-01-09,197.548,21
2007-01-09,77.476,22
2007-01-09,98.138,23
2007-01-10,31.074,0
2007-01-10,39.234,1
2007-01-10,20.422,2
2007-01-10,16.162,3
2007-01-10,20.814,4
2007-01-10,16.078,5
2007-01-10,53.855999999999995,6
2007-01-10,141.774,7
2007-01-10,178.376,8
2007-01-10,119.714,9
2007-01-10,85.626,10
2007-01-10,238.246,11
2007-01-10,85.846,12
2007-01-10,33.226,13
2007-01-10,101.724,14
2007-01-10,77.474,15
2007-01-10,41.012,16
2007-01-10,109.464,17
2007-01-10,201.864,18
2007-01-10,191.414,19
2007-01-10,176.036,20
2007-01-10,101.682,21
2007-01-10,51.114000000000004,22
2007-01-10,22.568,23
2007-01-11,20.19,0
2007-01-11,15.276,1
2007-01-11,18.52,2
2007-01-11,53.53,3
2007-01-11,16.23,4
2007-01-11,17.855999999999998,5
2007-01-11,44.182,6
2007-01-11,162.13,7
2007-01-11,150.316,8
2007-01-11,82.212,9
2007-01-11,82.184,10
2007-01-11,69.11,11
2007-01-11,18.02,12
2007-01-11,23.712,13
2007-01-11,19.632,14
2007-01-11,32.498,15
2007-01-11,156.792,16
2007-01-11,194.294,17
2007-01-11,232.148,18
2007-01-11,287.052,19
2007-01-11,222.376,20
2007-01-11,172.822,21
2007-01-11,86.886,22
2007-01-11,77.226,23
2007-01-12,35.126,0
2007-01-12,18.733999999999998,1
2007-01-12,18.144,2
2007-01-12,19.294,3
2007-01-12,17.582,4
2007-01-12,48.74,5
2007-01-12,87.086,6
2007-01-12,169.95,7
2007-01-12,119.636,8
2007-01-12,80.892,9
2007-01-12,54.41,10
2007-01-12,16.91,11
2007-01-12,17.676,12
2007-01-12,15.232,13
2007-01-12,20.094,14
2007-01-12,15.704,15
2007-01-12,19.24,16
2007-01-12,34.362,17
2007-01-12,152.94,18
2007-01-12,134.094,19
2007-01-12,137.704,20
2007-01-12,90.764,21
2007-01-12,89.026,22
2007-01-12,47.956,23
2007-01-13,53.304,0
2007-01-13,19.004,1
2007-01-13,15.386,2
2007-01-13,17.872,3
2007-01-13,17.34,4
2007-01-13,15.876,5
2007-01-13,18.91,6
2007-01-13,107.558,7
2007-01-13,159.332,8
2007-01-13,102.95400000000001,9
2007-01-13,190.202,10
2007-01-13,213.784,11
2007-01-13,118.21,12
2007-01-13,98.352,13
2007-01-13,97.782,14
2007-01-13,124.3,15
2007-01-13,123.458,16
2007-01-13,167.88400000000001,17
2007-01-13,113.286,18
2007-01-13,189.27,19
2007-01-13,270.726,20
2007-01-13,298.888,21
2007-01-13,348.856,22
2007-01-13,304.28,23
2007-01-14,200.434,0
2007-01-14,174.96,1
2007-01-14,172.766,2
2007-01-14,67.304,3
2007-01-14,68.054,4
2007-01-14,71.646,5
2007-01-14,94.566,6
2007-01-14,68.464,7
2007-01-14,78.91,8
2007-01-14,133.562,9
2007-01-14,104.182,10
2007-01-14,60.514,11
2007-01-14,42.75,12
2007-01-14,77.922,13
2007-01-14,109.648,14
2007-01-14,125.824,15
2007-01-14,205.548,16
2007-01-14,252.668,17
2007-01-14,213.4276150365006,18
2007-01-14,197.49,19
2007-01-14,191.574,20
2007-01-14,126.458,21
2007-01-14,87.764,22
2007-01-14,82.472,23
2007-01-15,81.438,0
2007-01-15,80.504,1
2007-01-15,27.72,2
2007-01-15,17.392,3
2007-01-15,17.496,4
2007-01-15,14.64,5
2007-01-15,18.5,6
2007-01-15,116.694,7
2007-01-15,155.744,8
2007-01-15,95.7,9
2007-01-15,111.316,10
2007-01-15,82.286,11
2007-01-15,67.862,12
2007-01-15,39.126,13
2007-01-15,89.048,14
2007-01-15,97.394,15
2007-01-15,92.54,16
2007-01-15,107.518,17
2007-01-15,134.87,18
2007-01-15,178.304,19
2007-01-15,164.554,20
2007-01-15,97.41,21
2007-01-15,111.434,22
2007-01-15,149.188,23
2007-01-16,23.242,0
2007-01-16,17.956,1
2007-01-16,18.51,2
2007-01-16,17.62,3
2007-01-16,47.025999999999996,4
2007-01-16,24.518,5
2007-01-16,42.046,6
2007-01-16,149.054,7
2007-01-16,65.094,8
2007-01-16,53.256,9
2007-01-16,24.028,10
2007-01-16,38.422,11
2007-01-16,116.08,12
2007-01-16,56.698,13
2007-01-16,115.012,14
2007-01-16,53.408,15
2007-01-16,98.938,16
2007-01-16,171.69,17
2007-01-16,187.57,18
2007-01-16,117.57,19
2007-01-16,83.81,20
2007-01-16,84.166,21
2007-01-16,57.286,22
2007-01-16,23.404,23
2007-01-17,17.96,0
2007-01-17,14.788,1
2007-01-17,51.604,2
2007-01-17,16.038,3
2007-01-17,17.201999999999998,4
2007-01-17,15.81,5
2007-01-17,52.608,6
2007-01-17,134.148,7
2007-01-17,187.196,8
2007-01-17,193.62800000000001,9
2007-01-17,245.146,10
2007-01-17,146.736,11
2007-01-17,104.832,12
2007-01-17,85.542,13
2007-01-17,91.782,14
2007-01-17,232.318,15
2007-01-17,113.31,16
2007-01-17,184.012,17
2007-01-17,100.122,18
2007-01-17,156.392,19
2007-01-17,193.25,20
2007-01-17,212.684,21
2007-01-17,163.24,22
2007-01-17,117.34,23
2007-01-18,84.1,0
2007-01-18,67.714,1
2007-01-18,17.948,2
2007-01-18,17.122,3
2007-01-18,17.156,4
2007-01-18,16.354,5
2007-01-18,44.84,6
2007-01-18,157.304,7
2007-01-18,99.496,8
2007-01-18,79.594,9
2007-01-18,51.968,10
2007-01-18,16.778,11
2007-01-18,18.302,12
2007-01-18,30.366,13
2007-01-18,22.322,14
2007-01-18,36.769999999999996,15
2007-01-18,97.984,16
2007-01-18,129.2,17
2007-01-18,188.008,18
2007-01-18,167.58,19
2007-01-18,178.112,20
2007-01-18,166.728,21
2007-01-18,84.218,22
2007-01-18,31.498,23
2007-01-19,18.322,0
2007-01-19,18.98,1
2007-01-19,18.286,2
2007-01-19,18.514,3
2007-01-19,19.036,4
2007-01-19,18.026,5
2007-01-19,48.04,6
2007-01-19,170.346,7
2007-01-19,127.666,8
2007-01-19,109.978,9
2007-01-19,68.678,10
2007-01-19,15.474,11
2007-01-19,18.15,12
2007-01-19,22.956,13
2007-01-19,25.381999999999998,14
2007-01-19,21.52,15
2007-01-19,61.93,16
2007-01-19,80.428,17
2007-01-19,44.092,18
2007-01-19,57.646,19
2007-01-19,92.734,20
2007-01-19,145.358,21
2007-01-19,149.438,22
2007-01-19,109.46,23
2007-01-20,103.908,0
2007-01-20,68.956,1
2007-01-20,62.304,2
2007-01-20,67.22,3
2007-01-20,61.39,4
2007-01-20,63.06,5
2007-01-20,66.422,6
2007-01-20,126.812,7
2007-01-20,122.108,8
2007-01-20,122.912,9
2007-01-20,136.784,10
2007-01-20,124.536,11
2007-01-20,110.58800000000001,12
2007-01-20,255.062,13
2007-01-20,158.022,14
2007-01-20,118.282,15
2007-01-20,117.152,16
2007-01-20,167.712,17
2007-01-20,258.742,18
2007-01-20,320.582,19
2007-01-20,222.776,20
2007-01-20,145.544,21
2007-01-20,65.702,22
2007-01-20,67.156,23
2007-01-21,82.334,0
2007-01-21,90.0,1
2007-01-21,94.048,2
2007-01-21,71.91,3
2007-01-21,70.466,4
2007-01-21,72.374,5
2007-01-21,106.726,6
2007-01-21,65.276,7
2007-01-21,115.756,8
2007-01-21,115.5,9
2007-01-21,127.834,10
2007-01-21,171.604,11
2007-01-21,161.802,12
2007-01-21,165.834,13
2007-01-21,115.544,14
2007-01-21,105.088,15
2007-01-21,73.7,16
2007-01-21,171.042,17
2007-01-21,218.936,18
2007-01-21,319.826,19
2007-01-21,364.594,20
2007-01-21,354.646,21
2007-01-21,139.664,22
2007-01-21,32.758,23
2007-01-22,18.962,0
2007-01-22,15.693999999999999,1
2007-01-22,18.296,2
2007-01-22,15.618,3
2007-01-22,18.228,4
2007-01-22,15.996,5
2007-01-22,59.62,6
2007-01-22,111.876,7
2007-01-22,185.176,8
2007-01-22,145.326,9
2007-01-22,113.698,10
2007-01-22,80.482,11
2007-01-22,81.228,12
2007-01-22,65.85,13
2007-01-22,86.268,14
2007-01-22,85.264,15
2007-01-22,71.414,16
2007-01-22,68.83800000000001,17
2007-01-22,81.804,18
2007-01-22,221.954,19
2007-01-22,267.344,20
2007-01-22,154.414,21
2007-01-22,99.328,22
2007-01-22,97.816,23
2007-01-23,122.46,0
2007-01-23,32.32,1
2007-01-23,28.34,2
2007-01-23,28.222,3
2007-01-23,27.902,4
2007-01-23,27.986,5
2007-01-23,27.278,6
2007-01-23,133.508,7
2007-01-23,99.77,8
2007-01-23,85.19,9
2007-01-23,15.522,10
2007-01-23,17.984,11
2007-01-23,16.1,12
2007-01-23,17.328,13
2007-01-23,16.212,14
2007-01-23,17.362,15
2007-01-23,20.394000000000002,16
2007-01-23,120.298,17
2007-01-23,143.282,18
2007-01-23,218.458,19
2007-01-23,214.736,20
2007-01-23,175.168,21
2007-01-23,92.46000000000001,22
2007-01-23,79.36,23
2007-01-24,110.844,0
2007-01-24,95.212,1
2007-01-24,89.006,2
2007-01-24,88.758,3
2007-01-24,86.718,4
2007-01-24,86.744,5
2007-01-24,82.91,6
2007-01-24,211.422,7
2007-01-24,225.49,8
2007-01-24,211.074,9
2007-01-24,157.948,10
2007-01-24,93.5,11
2007-01-24,172.296,12
2007-01-24,110.23,13
2007-01-24,94.778,14
2007-01-24,152.388,15
2007-01-24,163.116,16
2007-01-24,101.306,17
2007-01-24,130.214,18
2007-01-24,129.448,19
2007-01-24,177.838,20
2007-01-24,93.066,21
2007-01-24,55.446,22
2007-01-24,68.102,23
2007-01-25,35.754,0
2007-01-25,15.19,1
2007-01-25,18.444,2
2007-01-25,15.624,3
2007-01-25,18.942,4
2007-01-25,15.608,5
2007-01-25,30.684,6
2007-01-25,157.27,7
2007-01-25,79.612,8
2007-01-25,35.22,9
2007-01-25,16.134,10
2007-01-25,17.528,11
2007-01-25,17.296,12
2007-01-25,21.606,13
2007-01-25,72.154,14
2007-01-25,103.128,15
2007-01-25,89.474,16
2007-01-25,105.896,17
2007-01-25,144.964,18
2007-01-25,182.546,19
2007-01-25,121.776,20
2007-01-25,137.914,21
2007-01-25,80.636,22
2007-01-25,62.944,23
2007-01-26,17.574,0
2007-01-26,16.522,1
2007-01-26,16.004,2
2007-01-26,17.054,3
2007-01-26,16.132,4
2007-01-26,17.366,5
2007-01-26,65.886,6
2007-01-26,135.982,7
2007-01-26,30.706,8
2007-01-26,48.088,9
2007-01-26,48.004,10
2007-01-26,152.346,11
2007-01-26,102.892,12
2007-01-26,95.368,13
2007-01-26,92.19200000000001,14
2007-01-26,40.468,15
2007-01-26,17.416,16
2007-01-26,35.53,17
2007-01-26,54.370000000000005,18
2007-01-26,104.202,19
2007-01-26,88.638,20
2007-01-26,156.444,21
2007-01-26,143.712,22
2007-01-26,105.07600000000001,23
2007-01-27,30.886,0
2007-01-27,25.726,1
2007-01-27,15.762,2
2007-01-27,17.092,3
2007-01-27,17.412,4
2007-01-27,17.104,5
2007-01-27,31.92,6
2007-01-27,91.912,7
2007-01-27,123.296,8
2007-01-27,110.758,9
2007-01-27,109.966,10
2007-01-27,94.72,11
2007-01-27,84.166,12
2007-01-27,92.512,13
2007-01-27,194.51,14
2007-01-27,125.326,15
2007-01-27,122.78,16
2007-01-27,86.07,17
2007-01-27,122.904,18
2007-01-27,126.646,19
2007-01-27,120.848,20
2007-01-27,62.786,21
2007-01-27,33.766,22
2007-01-27,185.204,23
2007-01-28,190.324,0
2007-01-28,86.316,1
2007-01-28,83.152,2
2007-01-28,86.52,3
2007-01-28,86.93,4
2007-01-28,84.576,5
2007-01-28,87.728,6
2007-01-28,82.084,7
2007-01-28,133.724,8
2007-01-28,130.278,9
2007-01-28,106.276,10
2007-01-28,129.394,11
2007-01-28,251.75,12
2007-01-28,202.106,13
2007-01-28,106.528,14
2007-01-28,137.832,15
2007-01-28,121.582,16
2007-01-28,149.90161503650063,17
2007-01-28,197.57,18
2007-01-28,149.82,19
2007-01-28,227.472,20
2007-01-28,184.722,21
2007-01-28,54.394,22
2007-01-28,20.316,23
2007-01-29,16.616,0
2007-01-29,18.762,1
2007-01-29,16.614,2
2007-01-29,18.99,3
2007-01-29,16.322,4
2007-01-29,63.854,5
2007-01-29,29.666,6
2007-01-29,74.92,7
2007-01-29,94.358,8
2007-01-29,109.676,9
2007-01-29,91.018,10
2007-01-29,84.714,11
2007-01-29,95.372,12
2007-01-29,106.3,13
2007-01-29,89.11,14
2007-01-29,88.13,15
2007-01-29,106.006,16
2007-01-29,99.254,17
2007-01-29,143.62,18
2007-01-29,173.308,19
