user_id,average_daily_consumption,average_days_to_bill_payment,customer_since,area,age,marital_status,educational_level,prefecture,average_monthly_visits,average_web_monthly_visits,average_mobile_monthly_visits
59,14.73611229,4.978724593,2015-10-27,90.58518161,40-55,Married,"High school graduate, diploma or the equivalent",Thessalon Prime,2.870784991,1.916276145,0.721052479
60,7.321514703,-9.587542212,2015-10-29,154.2498975,30-39,Single,Master’s degree,Neon-Attika,3.108715316,0.059948155,3.336680436
61,11.72851199,2.912366631,2015-10-30,75.91493293,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,4.637671128,0.626559744,4.210968929
62,2.480947528,4.317676907,2015-11-02,38.56053907,19-29,Single,Bachelor’s degree,Neon-Attika,7.755039478,6.308203525,1.389988323
63,6.438187028,6.800327899,2015-11-03,70.31113493,40-55,Married,Bachelor’s degree,Neon-Attika,2.693455699,0.740459568,1.870645562
64,12.06417767,1.672657429,2015-10-30,84.59293936,30-39,Single,"High school graduate, diploma or the equivalent",Neon-Attika,8.114842249,0.068559225,7.840148088
65,17.71303579,-6.352017181,2015-11-12,111.3509575,40-55,Married,Doctorate degree,Neon-Attika,24.46162033,2.92064293,22.19217986
66,14.09938313,1.639767477,2015-11-12,44.62525235,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,1.457541347,0.773360029,0.604362636
67,11.62933046,-2.008644821,2015-11-10,98.56758398,30-39,Married,Master’s degree,Thessalon Prime,2.424562526,0.326791452,1.954027196
68,20.90560404,2.437145471,2016-01-11,133.2875329,40-55,Single,Bachelor’s degree,Neon-Attika,7.060742547,0.722943019,5.873824083
69,5.100285668,28.7393916,2016-01-11,14.06130644,56-67,Single,"High school graduate, diploma or the equivalent",Neon-Attika,8.178374782,1.662132541,6.77884732
70,5.583101784,17.64330095,2015-11-13,64.65672752,19-29,Single,Bachelor’s degree,Neon-Attika,7.615844953,4.749859047,3.221866797
71,11.56201418,3.553147201,2015-11-18,83.41576051,40-55,Married,Bachelor’s degree,Argolith Supreme,6.243644128,0.382364509,6.015308868
72,4.993491536,5.876329551,2015-11-17,9.324503761,56-67,Married,Bachelor’s degree,Phthion,4.306507006,0.199247076,4.152720365
73,4.433389309,17.95499728,2015-11-18,53.28525953,30-39,Single,"High school graduate, diploma or the equivalent",Neon-Attika,1.308033086,0.072819325,1.270512875
74,20.21746809,-0.938491302,2015-11-13,120.1202335,19-29,Single,Bachelor’s degree,Neon-Attika,7.23270894,1.981474164,4.688914567
75,19.68972828,2.030660761,2015-11-13,38.41941308,40-55,Married,Bachelor’s degree,Neon-Attika,3.420365937,0.374566339,3.029682232
76,13.62334258,5.154436307,2015-11-20,41.99006191,30-39,Married,Bachelor’s degree,Magnetos Syndicate,1.332435403,1.146089583,0.147531829
77,8.175781087,11.51889621,2015-11-26,44.99652033,19-29,Single,Bachelor’s degree,Neon-Attika,1.36193131,0.52174697,0.812350713
78,29.86876246,-1.333126122,2015-11-20,42.62131226,40-55,Married,Bachelor’s degree,Corinthus Crossroads,4.932602584,4.862660643,0.248604766
79,14.92696335,1.839037449,2015-11-24,94.01102229,40-55,Married,Master’s degree,Corinthus Crossroads,1.191540387,1.105914129,0.175784008
80,26.11576254,-2.082582012,2015-12-03,148.2538374,40-55,Married,Master’s degree,Evoa Conglomerate,2.225980414,1.665012297,0.583812946
81,0.634513807,8.343531371,2015-11-25,32.5952425,30-39,Divorced,Bachelor’s degree,Neon-Attika,0.959280841,0.06694696,0.922750097
82,16.86286132,0.361344023,2015-11-26,130.1919698,30-39,Divorced,Bachelor’s degree,Neon-Attika,2.255877077,0.30291564,2.042737832
83,9.505069015,8.600172285,2015-11-27,65.0689858,30-39,Single,Bachelor’s degree,Voitron,2.52350399,0.418520004,2.068440117
84,15.68431274,0.236278216,2015-12-14,101.5871345,40-55,Married,Master’s degree,Evoa Conglomerate,20.64989891,0.833972949,18.14860741
85,12.85809669,3.335275486,2015-11-30,99.45969739,30-39,Married,Master’s degree,Thessalon Prime,9.58705541,0.806927111,9.375712169
86,21.82969174,-47.30361939,2015-12-03,126.8765439,68+,Married,No degree,Arcadia Wyld,1.116190063,0.693586578,0.402000621
87,17.02893347,-1.186230627,2015-12-04,120.4482444,30-39,Married,"High school graduate, diploma or the equivalent",Neon-Attika,2.558430832,0.837043446,1.514613453
88,14.29841904,0,2015-12-04,82.68107846,30-39,Married,"High school graduate, diploma or the equivalent",Voitron,7.986185351,0.753176516,7.88193975
89,3.944637842,-2.922586959,2015-12-01,83.9417126,68+,Married,"High school graduate, diploma or the equivalent",Neon-Attika,2.456575743,0.68241094,1.862714866
90,1.21980396,-12.03848438,2015-12-04,63.8010368,30-39,Single,"High school graduate, diploma or the equivalent",Thessalon Prime,9.464240325,0.783511251,8.833715017
91,9.374759188,4.779060406,2015-12-08,139.4710399,30-39,Married,Master’s degree,Neon-Attika,6.243251305,0.702596988,5.233429489
92,2.171966296,0.222426208,2015-12-08,0,40-55,Married,"High school graduate, diploma or the equivalent",Voitron,8.485130964,0.703826724,7.302170836
93,12.71105777,-0.238579803,2015-12-08,81.31406195,40-55,Married,"High school graduate, diploma or the equivalent",Voitron,8.181808732,0.735078552,7.537034485
94,6.102417944,3.51573559,2015-12-18,68.50186705,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,3.444071754,0.952456628,2.365901892
95,12.81869455,-0.884540573,2015-12-11,97.93769431,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,2.182212409,1.102574234,1.030280411
96,36.25619363,12.79542929,2015-12-15,329.4167562,40-55,Married,Bachelor’s degree,Neon-Attika,2.658733353,0.779443609,1.686917206
97,7.768904404,2.777864344,2015-12-11,145.630669,30-39,Married,Bachelor’s degree,Neon-Attika,2.095139606,1.499328047,0.48963959
98,6.96303877,11.99164538,2015-12-11,116.840075,30-39,Married,Bachelor’s degree,Thessalon Prime,3.620617873,2.187032513,1.532916971
99,4.745287871,-0.735028668,2015-12-17,70.54294647,30-39,Married,Bachelor’s degree,Heartsteel Sector,2.579283927,0.082674689,2.371443978
100,10.19372366,6.92066591,2015-12-09,47.20763518,30-39,Married,Bachelor’s degree,Neon-Attika,4.197001078,2.654367295,1.683707673
101,9.455429668,9.760443429,2015-12-15,88.77331044,30-39,Married,Bachelor’s degree,Neon-Attika,4.010180717,3.583254093,0.663635524
102,39.0394796,-2.617256073,2015-12-16,250.8750163,30-39,Single,Master’s degree,Kilkian,22.35682797,1.538686306,22.04940894
103,12.09626458,5.206157509,2015-12-15,81.96736118,30-39,Married,"High school graduate, diploma or the equivalent",Argolith Supreme,3.698946181,2.29006612,1.356074277
104,14.12681876,17.98143202,2015-12-31,93.08532756,30-39,Married,"High school graduate, diploma or the equivalent",Neon-Attika,9.191166255,8.474760977,1.130592791
105,13.59093752,4.601326163,2016-01-07,89.04047057,56-67,Single,Master’s degree,Neon-Attika,2.382144062,0.162119021,2.164613231
106,13.88181203,-1.532983421,2015-12-18,157.1451118,40-55,Married,Bachelor’s degree,Argolith Supreme,1.898730257,0.168550019,1.751907472
107,12.76523415,-0.71496194,2015-12-15,81.7281418,40-55,Married,"High school graduate, diploma or the equivalent",Voitron,7.13225579,2.751366603,3.925903305
108,0.53612188,6.351853114,2015-12-15,182.6909498,19-29,Single,Master’s degree,Corinthus Crossroads,0.403867337,0.192471662,0.19390418
109,17.00995567,0.299392754,2015-12-18,143.4740697,30-39,Married,"High school graduate, diploma or the equivalent",Achaon Convergence,8.014456467,7.914365231,0.164211569
110,2.69095168,-23.32089702,2015-12-18,36.91916348,30-39,Divorced,"High school graduate, diploma or the equivalent",Neon-Attika,3.650930347,0.163481363,3.254159182
111,22.30468755,0.238641664,2015-12-17,17.68288917,40-55,Divorced,Master’s degree,Neon-Attika,10.93687318,5.930443315,4.477689209
112,13.49384556,9.650319229,2015-12-17,133.919376,40-55,Married,"High school graduate, diploma or the equivalent",Magnetos Syndicate,4.155783121,2.277235129,1.917966753
113,10.92668406,16.98176983,2015-12-18,140.4657796,40-55,Married,"High school graduate, diploma or the equivalent",Voitron,3.400678736,2.463713869,0.735360817
114,9.162718262,2.345110595,2015-12-24,93.16212846,30-39,Married,"High school graduate, diploma or the equivalent",Neon-Attika,3.618794708,0.258512706,3.272648439
115,21.20506862,-24.81165406,2015-12-18,117.786734,19-29,Married,"High school graduate, diploma or the equivalent",Neon-Attika,0.785812898,0.203989222,0.580007121
116,2.330984125,16.25899156,2015-12-22,46.15482006,19-29,Single,Master’s degree,Neon-Attika,5.105801741,1.006599905,4.011171137
117,19.44521809,-2.894871394,2015-12-23,170.9694489,40-55,Married,"High school graduate, diploma or the equivalent",Voitron,8.087825209,4.048747638,3.947000413
118,16.27494922,3.877809426,2015-12-22,99.46337658,40-55,Married,No degree,Achaon Convergence,4.333391423,2.124667929,1.990392708
119,4.901152204,7.479582919,2016-01-04,107.9278577,30-39,Married,Master’s degree,Neon-Attika,19.23915527,3.415429915,14.28129875
120,6.236642782,5.220092085,2015-12-23,87.21622349,30-39,Single,Master’s degree,Neon-Attika,15.91535718,13.39950078,3.444661181
121,5.12062895,9.616982957,2015-12-21,50.33278016,56-67,Single,"High school graduate, diploma or the equivalent",Neon-Attika,8.784848086,7.275715769,2.060120605
122,11.23657978,2.184488172,2016-02-01,103.3668312,30-39,Married,Master’s degree,Neon-Attika,2.310387672,1.275530292,0.978644967
123,25.7781176,1.309291009,2015-12-22,238.0673248,19-29,Single,Bachelor’s degree,Neon-Attika,6.821888886,2.090571431,4.607363931
124,7.750617903,-10.26065863,2015-12-29,93.62157787,30-39,Single,Bachelor’s degree,Neon-Attika,1.183406228,0.996269114,0.210452191
125,13.52799373,-3.418193232,2015-12-22,115.3351854,30-39,Married,Bachelor’s degree,Evoa Conglomerate,1.411050475,0.137212691,1.253284042
126,11.5320112,-1.999459738,2015-12-22,94.59602047,56-67,Widowed,"High school graduate, diploma or the equivalent",Neon-Attika,3.88690763,0.273131305,3.520562872
127,5.882062578,5.684994829,2015-12-24,123.2179752,19-29,Single,"High school graduate, diploma or the equivalent",Kavallon,13.12120782,1.950177518,11.26882711
128,7.29010062,-2.68498668,2015-12-23,74.94239253,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,1.687411532,1.189179975,0.505069417
129,35.88286841,-86.78591765,2015-12-24,37.23659236,30-39,Divorced,"High school graduate, diploma or the equivalent",Evoa Conglomerate,1.680375424,0.536069303,1.124737415
130,13.52947703,0.846307089,2016-01-04,185.9295431,40-55,Married,Master’s degree,Neon-Attika,1.625035114,0.066588882,1.640113035
131,18.36153417,7.243032898,2015-12-29,69.49088046,40-55,Married,"High school graduate, diploma or the equivalent",Evrax,4.535765807,1.772401057,2.845821388
132,12.59969127,5.608838814,2016-01-05,60.14666391,30-39,Married,"High school graduate, diploma or the equivalent",Neon-Attika,3.390257476,1.123552841,2.220416911
133,9.660646865,4.371097109,2015-12-29,168.8893194,30-39,Married,Master’s degree,Neon-Attika,4.793602565,0.777559188,4.130615518
134,10.89898539,-9.944455426,2016-01-05,83.40605187,40-55,Married,"High school graduate, diploma or the equivalent",Kastor,9.190898832,0.396288469,9.587965941
135,33.29758297,-41.12933045,2016-01-04,117.268428,40-55,Married,"High school graduate, diploma or the equivalent",Ioantrix,3.045670306,1.389997768,1.666698461
136,9.895221484,2.030843485,2015-12-31,62.37351498,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,5.916577779,0.992478713,5.237140589
137,20.69100152,0.511006277,2015-12-29,297.5695277,30-39,Married,Master’s degree,Neon-Attika,2.486073529,0.619596885,1.817872133
138,17.48572962,18.46736814,2015-12-29,120.7723175,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,7.133214477,5.240380171,2.010993872
139,11.40051806,1.696054661,2015-12-24,137.2875034,30-39,Married,Master’s degree,Neon-Attika,3.786749131,2.09851421,1.650365015
140,4.968258171,18.21784224,2015-12-24,52.69172739,30-39,Married,Bachelor’s degree,Thessalon Prime,5.140726663,2.123181719,2.924123858
141,10.09772954,17.56447073,2015-12-30,74.95866444,40-55,Married,Bachelor’s degree,Neon-Attika,3.227181933,2.405753179,0.805625194
142,10.09211873,-22.41487427,2015-12-30,48.55211548,40-55,Divorced,No degree,Neon-Attika,8.640918807,3.751799586,4.848862418
143,11.40471247,1.269987793,2015-12-29,123.8704323,30-39,Married,"High school graduate, diploma or the equivalent",Thessalon Prime,10.14730522,0.570035087,9.153030232
144,15.22865164,-3.898868711,2016-01-08,71.23160083,30-39,Married,Bachelor’s degree,Neon-Attika,1.423013519,0.476519266,0.967488066
145,20.06972266,4.208953226,2015-12-30,157.3088828,40-55,Married,Doctorate degree,Neon-Attika,5.217569784,1.397861932,3.584583849
146,11.15585712,0.172846159,2016-01-04,45.43181696,40-55,Married,Bachelor’s degree,Phthion,8.612972297,0.231342865,8.609070473
147,21.25330656,11.07710962,2015-12-30,83.12136711,40-55,Married,Master’s degree,Neon-Attika,1.048621673,0.652943466,0.426408576
148,13.12479286,0.26927139,2015-12-30,113.48652,40-55,Married,Bachelor’s degree,Neon-Attika,6.47747039,1.170483289,5.61656247
149,21.43470415,16.87281332,2015-12-31,122.9380623,40-55,Married,Master’s degree,Neon-Attika,1.165185537,0.216387106,0.970298019
150,26.41969341,-93.7358991,2016-01-04,58.41091283,56-67,Married,"High school graduate, diploma or the equivalent",Kerkuron,6.724896614,0.583513312,5.924735727
151,10.51814177,4.807968328,2016-01-15,135.1140053,19-29,Married,Bachelor’s degree,Neon-Attika,6.220169785,1.628268252,4.616545146
152,13.56138355,5.828708091,2016-01-07,96.44614676,30-39,Married,Master’s degree,Neon-Attika,43.20911632,11.47899031,33.90610104
153,24.02089603,-2.531641033,2016-01-07,199.8935419,30-39,Married,Master’s degree,Neon-Attika,0.887785038,0.240206975,0.609645982
154,6.639979434,10.4371719,2016-01-08,60.02536927,30-39,Married,Master’s degree,Prevez-Nova,8.2100933,0.666551794,7.539722589
155,10.00725112,1.283058809,2016-01-08,124.3979952,40-55,Married,"High school graduate, diploma or the equivalent",Serronex,7.578315453,0.991234474,6.365901908
156,13.71718557,2.124454075,2016-01-07,104.4119771,56-67,Married,Bachelor’s degree,Neon-Attika,7.464091007,7.192510699,0.202440687
157,0.485981005,2.032551243,2016-01-08,44.09954191,30-39,Divorced,Master’s degree,Levkaria,5.35959572,0.278880804,5.202532782
158,18.01788337,1.996113561,2016-01-12,96.38561985,30-39,Married,"High school graduate, diploma or the equivalent",Neon-Attika,12.15269089,0.095846583,12.13213383
159,30.33901801,0.248575296,2016-01-11,69.88944604,40-55,Married,Bachelor’s degree,Thessalon Prime,6.482459485,3.977860744,2.39966533
160,2.629712624,5.508310553,2016-01-13,63.56230541,19-29,Single,Bachelor’s degree,Neon-Attika,0.559731156,0.417036613,0.127247385
161,12.28357807,5.502676339,2016-01-15,119.5687994,40-55,Married,"High school graduate, diploma or the equivalent",Artanon,5.237615513,5.020999604,0.345675796
162,183.747638,5.879768176,2016-01-14,612.3210566,40-55,Married,Master’s degree,Neon-Attika,1.274066047,0.23157165,1.016157096
163,190.5295692,6.356098195,2016-01-14,569.5954873,40-55,Married,Master’s degree,Neon-Attika,1.289831479,0.221091303,1.037973885
164,193.2042595,6.419155205,2016-01-14,607.2360272,40-55,Married,Master’s degree,Neon-Attika,1.195014574,0.222705344,0.965190271
165,186.7436154,6.064954513,2016-01-14,620.052859,40-55,Married,Master’s degree,Neon-Attika,1.177494406,0.232360622,1.026209793
166,8.943170119,7.63314304,2016-01-11,118.6909941,30-39,Married,"High school graduate, diploma or the equivalent",Neon-Attika,6.618740269,2.167212766,4.264317992
167,5.826031093,15.12878248,2016-01-13,88.76542734,30-39,Married,Bachelor’s degree,Magnetos Syndicate,2.023316045,0.079617453,2.033725179
168,7.337944442,4.872623053,2016-01-12,66.71982213,56-67,Married,Bachelor’s degree,Neon-Attika,6.400158753,5.406928568,0.44425959
169,14.43038913,1.274857762,2016-01-11,107.7630361,40-55,Married,Master’s degree,Thessalon Prime,5.403046855,1.970609794,3.638224403
170,8.788580253,-3.299603436,2016-02-23,89.81362091,30-39,Married,"High school graduate, diploma or the equivalent",Neon-Attika,0.699789465,0.262987405,0.471058258
171,12.94803168,-0.601580525,2016-01-12,71.00319037,40-55,Married,Bachelor’s degree,Thessalon Prime,5.048127727,4.443250011,0.797310782
172,25.60111761,0.788681287,2016-01-14,122.6650512,40-55,Married,Bachelor’s degree,Corinthus Crossroads,11.26942607,11.10545469,0.320784865
173,18.74229965,9.403385338,2016-01-16,72.4467126,40-55,Married,"High school graduate, diploma or the equivalent",Phthion,2.228781601,1.891139339,0.367924113
174,8.312456441,6.579156699,2016-01-14,77.30284153,30-39,Married,Master’s degree,Neon-Attika,2.405794722,2.038836172,0.354810795
175,23.71902452,-8.137237986,2016-01-18,222.5156679,40-55,Married,Doctorate degree,Neon-Attika,1.266372174,0.358715505,0.947504794
176,11.40355725,-2.655187894,2016-01-15,55.45152587,19-29,Married,Bachelor’s degree,Neon-Attika,0.835001643,0.082167084,0.719626985
177,7.585225059,0.481170244,2016-01-18,64.22499414,40-55,Married,Bachelor’s degree,Magnetos Syndicate,6.646988461,1.815881507,4.617208861
178,13.22485239,1.578423896,2016-01-18,66.63904962,30-39,Single,Master’s degree,Neon-Attika,2.406791011,1.043043426,1.476387438
179,10.69603952,5.684770559,2016-01-19,98.61312223,40-55,Married,Bachelor’s degree,Neon-Attika,11.77977732,0.292003764,11.89206332
180,6.051903365,0.210102171,2016-01-21,247.1379453,30-39,Single,Master’s degree,Neon-Attika,4.561327463,0.304593404,4.036745228
181,11.2186476,6.897080584,2016-01-18,127.530513,40-55,Married,Master’s degree,Kastor,2.09618005,0.866383779,1.37071429
182,9.070944477,0.763554084,2016-01-21,90.73994547,30-39,Single,Bachelor’s degree,Neon-Attika,9.043820239,0.924295241,8.669052799
183,9.1148441,1.067670165,2016-01-28,92.8575515,19-29,Single,Bachelor’s degree,Neon-Attika,2.814170719,0.1711132,2.652840066
184,33.61447229,5.781826796,2016-02-05,77.43382657,40-55,Married,Bachelor’s degree,Thessalon Prime,3.927187745,2.956851347,1.125695589
185,12.93518039,9.502034688,2016-01-27,51.73382124,56-67,Married,Doctorate degree,Magnetos Syndicate,3.069721888,1.415861629,1.647702168
186,5.361406001,-2.894601058,2016-01-25,91.6853039,19-29,Single,Bachelor’s degree,Neon-Attika,4.501543808,0.733354401,3.980812249
187,13.01064463,7.344203167,2016-01-22,71.65676412,40-55,Married,Master’s degree,Cephalpod,6.392706859,4.345168852,2.145119368
188,11.7569322,6.887787962,2016-03-01,131.031627,30-39,Married,Master’s degree,Neon-Attika,2.002094273,0.764343792,1.295524874
189,10.45783839,4.434192409,2016-01-21,97.18166701,40-55,Married,Bachelor’s degree,Neon-Attika,7.036536645,1.413844768,5.320265481
190,10.21623844,4.135515425,2016-01-21,94.43155803,40-55,Married,Bachelor’s degree,Neon-Attika,6.730515509,1.413198322,5.399432971
191,17.25833123,3.516893877,2016-01-28,126.3758823,40-55,Married,Bachelor’s degree,Neon-Attika,5.886808372,4.24174086,1.350886288
192,15.79590099,9.979690803,2016-01-29,96.4334184,40-55,Married,Bachelor’s degree,Neon-Attika,4.742827364,0.802349044,3.581376995
193,9.753495862,4.261858051,2016-01-27,82.81184451,30-39,Married,Bachelor’s degree,Neon-Attika,2.680457243,0.133646275,2.667436975
194,10.58823539,0.785211155,2016-01-29,69.49930648,19-29,Married,"High school graduate, diploma or the equivalent",Neon-Attika,1.040061599,0.100321705,0.909566013
